,sentences,Actual,Predicted
5444,i'd like the two balls and the two hats .,_inquiry ,_need( _hats 2 _balls 2 )
5445,ok . sounds like a deal .,_inquiry ,_deal
5446,i would like the one book and one hat,_inquiry ,_need( _books 1 _hats 1 )
5447,would you like to split the hats and give me one please ? it is hot here i need the shade,_inquiry ,_need( _hats 1 ) _offer( _hats 1 )
5448,i like 2 hat and 1 ball,_inquiry ,_need( _hats 2 _balls 1 )
5449,okay deal,_deal _inquiry ,_deal
5450,i only have 1 hat and need it but you can have all the balls and 1 book,_inquiry ,_need( _hats 1 ) _offer( _books 1 _balls all )
5451,deal .,_deal _inquiry ,_deal
5452,i just want the book,_inquiry ,_need( _books 1 )
5453,you can have the balls if i can have the hat and book .,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
5454,ok . i'll take the book and hat . you can have all the balls .,_inquiry ,_yes _need( _books 1 _hats 1 ) _offer( _balls all )
5455,ok . i'll take the book and balls . you can have the hat .,_inquiry ,_yes _need( _books 1 _balls all ) _offer( _hats 1 )
5456,i can't do that . that's a horrible deal for me . the balls are worth nothing .,_inquiry ,_nodeal
5457,"what if you take the hat , i take the book and we split the balls .",_inquiry ,_need( _books 1 ) _offer( _hats 1 )
5458,that way at least we have a deal .,_inquiry ,_deal
5459,"i need the hat and the balls , you can have the book",_inquiry ,_need( _hats 1 _balls all ) _offer( _books 1 )
5460,i can't give up the hat,_inquiry ,_need( _hats 1 )
5461,"i can't give you the hat , i need either the hat and the book or the hat and the balls",_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
5462,"you are confused . i need either the hat and the book , or , the hat and the balls",_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
5463,"they are worth nothing for me also , so no deal then",_inquiry ,_nodeal
5464,sounds good,_deal _inquiry ,_deal
5465,hats are 0 for me . i'd like the 2 balls . you can have the rest .,_inquiry ,_need( _balls 2 ) _offer( rest )
5466,deal .,_deal _inquiry ,_deal
5467,i'd like the balls and the book and i am willing to give you the hats in return,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
5468,"the balls are 3 for me , guessing they're high for you too . how about we split the balls , i take the hats and you take the book",_inquiry ,_need( _hats all ) _offer( _books 1 _balls 1 )
5469,i need the hats and 1 book .,_inquiry ,_need( _books 1 _hats all )
5470,i'll take books and balls if you want hats,_inquiry ,_need( _books all _balls all ) _offer( _hats all )
5471,deal !,_deal _inquiry ,_deal
5472,if i can have one of each you can have the other two balls,_inquiry ,_need( _books 1 _hats 1 _balls 2 ) _offer( _balls all )
5473,i need the book as well . are you willing to make a deal without it ?,_inquiry ,_need( _books 1 )
5474,okay then if you can not make another deal you can have the book and i will take everything else .,_inquiry ,_need( rest ) _offer( _books 1 )
5475,i just need the book you can have the rest,_inquiry ,_need( _books 1 ) _offer( rest )
5476,"i am not willing to move off the book , the others mean nothing to me",_inquiry ,_need( _books 1 )
5477,you can have the others i will just take the book,_inquiry ,_need( _books 1 ) _offer( rest )
5478,you can have the balls but i need a couple of hats,_inquiry ,_need( _hats 2 ) _offer( _balls all )
5479,agreed thanks,_deal _inquiry ,_deal
5480,can i have the hat and balls ?,_inquiry ,_need( _hats 1 _balls all )
5481,okay ill take 2 balls and 1 hat,_inquiry ,_need( _hats 1 _balls 2 )
5482,i would like the hat and the ball .,_inquiry ,_need( _hats 1 _balls 1 )
5483,deal .,_deal _inquiry ,_deal
5484,you can have hat and 2 books,_inquiry ,_offer( _books 2 _hats 1 )
5485,"ok , if i can get the book and the hats .",_inquiry ,_yes _need( _books 1 _hats all )
5486,gimme the balls,_inquiry ,_need( _balls all )
5487,ok,_deal _inquiry ,_deal
5488,what would you like today ?,_inquiry ,_nodeal
5489,yeah but my cousin in texas has a birthday party tomorrow and i really need the ball and hat . would you like the books ?,_inquiry ,_need( _hats 1 _balls 1 )
5490,he's pretty dumb . his only future is in sports . he's got a good tan though so could probably sacrifice the hat,_inquiry ,_need( _hats 1 )
5491,deal,_deal _inquiry ,_deal
5492,if i can have the books and the hat you can have the balls,_inquiry ,_need( _books all _hats 1 ) _offer( _balls all )
5493,thank you !,_deal _inquiry _thanks ,_deal _thanks
5494,i need the book and the balls,_inquiry ,_need( _books 1 _balls all )
5495,"i can do that , deal",_inquiry ,_deal
5496,i would like the hats and 1 ball,_inquiry ,_need( _hats all _balls 1 )
5497,deal . agreed .,_inquiry ,_deal
5498,i need the ball and book,_inquiry ,_need( _books 1 _balls 1 )
5499,yes,_deal _inquiry ,_deal
5500,"hello , may i have the ball , 1 book , and 1 hat ?",_greeting _inquiry ,_greeting _need( _books 1 _balls 1 )
5501,then can i have 2 hats and 1 book and you can have the ball and 1 book ?,_inquiry ,_need( _books 1 _hats 2 ) _offer( _balls 1 )
5502,"okay , it is a deal",_inquiry ,_deal
5503,how about i get the balls and the book,_inquiry ,_need( _books 1 _balls all )
5504,"i would like the book and the hats , you may have the balls .",_inquiry ,_need( _books 1 _hats all ) _offer( _balls all )
5505,deal .,_deal _inquiry ,_deal
5506,"i'll take the 3 hats , you take the rest ? right down the middle ?",_inquiry ,_need( _hats 3 ) _offer( rest )
5507,that sounds good to me,_inquiry ,_deal
5508,"i ned the book , you can have everything else",_inquiry ,_need( _books 1 ) _offer( rest )
5509,i'd like the book and 2 hats .,_inquiry ,_need( _books 1 _hats 2 )
5510,ok,_deal _inquiry ,_deal
5511,i have 2 spare hats .,_inquiry ,_need( _hats 2 )
5512,that sounds good .,_inquiry ,_deal
5513,i'd like the book and two hats . would you like the ball ?,_inquiry ,_need( _books 1 _hats 2 )
5514,"ok , great .",_inquiry ,_deal
5515,deal .,_deal _inquiry ,_deal
5516,you can have the balls if i can have the rest,_inquiry ,_need( rest ) _offer( _balls all )
5517,okay deal,_deal _inquiry ,_deal
5518,"cant do that . id like the hats , book and 2 balls",_inquiry ,_counteroffer _need( _books 1 _balls 2 )
5519,if you get the book i would need everything else,_inquiry ,_need( rest ) _offer( _books 1 )
5520,deal,_deal _inquiry ,_deal
5521,i would like the book and the balls .,_inquiry ,_need( _books 1 _balls all )
5522,i really need the book .,_inquiry ,_need( _books 1 )
5523,can i have the book and one ball at least ?,_inquiry ,_need( _books 1 _balls 1 )
5524,i need at least 1 ball . you can keep the hats .,_inquiry ,_need( _balls 1 ) _offer( _hats all )
5525,if i can have the hats and the balls you can have the book,_inquiry ,_need( _hats all _balls all ) _offer( _books 1 )
5526,you can have the book and one ball,_inquiry ,_offer( _books 1 _balls 1 )
5527,"i'll take the hats , you can have the rest .",_inquiry ,_need( _hats all ) _offer( rest )
5528,sure .,_inquiry ,_deal
5529,would you give me one hat for both balls ?,_inquiry ,_need( _hats 1 ) _offer( _balls 2 )
5530,deal .,_deal _inquiry ,_deal
5531,i'd like the hat and the balls ; you can keep the books,_inquiry ,_need( _hats 1 _balls all ) _offer( _books all )
5532,all 10 ?,_inquiry ,_yes _books all _hats all _balls all )
5533,"in that case ; since books are worth 0 to me . . . you might as well take them , t oo .",_inquiry ,_need( _books 0 )
5534,hat only thing worth points to me,_inquiry ,_need( _hats 1 )
5535,"no , everything else worth 1",_inquiry ,_nodeal
5536,ill give you everything except the hat,_inquiry ,_need( _hats 1 ) _offer( rest )
5537,deal,_deal _inquiry ,_deal
5538,"that's exactly what i want , but that's not really a negotiation . but that's exactly what i want !",_inquiry ,_nodeal
5539,i want the hat and two books .,_inquiry ,_need( _books 2 _hats 1 )
5540,deal,_deal _inquiry ,_deal
5541,"you take the books , i take the hats and ball",_inquiry ,_need( _hats all _balls 1 ) _offer( _books all )
5542,if that is the only way to make a deal,_inquiry ,_yes
5543,okay,_deal _inquiry ,_deal
5544,i would love to but is there any way that i can take the ball too ?,_inquiry ,_need( _balls 1 )
5545,it is .,_inquiry ,_deal
5546,deal .,_deal _inquiry ,_deal
5547,i'll take the books and a basketball . you can have the hats and a basketball .,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all _balls all )
5548,i would like 2 books and 1 ball,_inquiry ,_need( _books 2 _balls 1 )
5549,thanks,_deal _inquiry _thanks ,_deal _thanks
5550,deal,_deal _inquiry ,_deal
5551,i'll take the hats and 1 book . you can have the balls,_inquiry ,_need( _books 1 _hats all ) _offer( _balls all )
5552,that doesn't work for me . i am willing to split the books but i can' ; t give them both up,_inquiry ,_counteroffer _need( _books 1 )
5553,deal,_deal _inquiry ,_deal
5554,ill take the books and the balls you can have the hats .,_inquiry ,_need( _books all _balls all ) _offer( _hats all )
5555,cant give the books up i would give you the hats and a ball .,_inquiry ,_need( _books all ) _offer( _hats all _balls 1 )
5556,ok you get 1 book and the hats i get 1 book and the balls .,_inquiry ,_yes _need( _books 1 _hats all ) _offer( _books 1 _balls all )
5557,and i get the rest,_need( rest ) _inquiry ,_need( rest )
5558,i'd like the ball,_inquiry ,_need( _balls 1 )
5559,deal,_deal _inquiry ,_deal
5560,i need the ball and 1 hat please .,_inquiry ,_need( _hats 1 _balls 1 )
5561,i really need the ball . you can have the book and the hats if i can have the ball .,_inquiry ,_need( _balls 1 ) _offer( _books 1 _hats all )
5562,i can't make a deal without the ball either . i guess we have no deal .,_inquiry ,_need( _balls 1 )
5563,no deal .,_nodeal _inquiry ,_nodeal
5564,that button should come up soon . no deal .,_inquiry ,_no
5565,sorry i really need the ball and book . you can have the hat,_inquiry ,_need( _books 1 _balls 1 ) _offer( _hats 1 )
5566,sorry i cant make a deal without the ball .,_inquiry ,_counteroffer _need( _balls 1 )
5567,"ok , i understand",_inquiry ,_deal
5568,i agree,_inquiry ,_deal
5569,yeah just waiting on it,_inquiry ,_deal
5570,you can have the hats . can i have the balls and at least 1 book ?,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
5571,ok,_deal _inquiry ,_deal
5572,"sure , you can have two balls and a book .",_inquiry ,_offer( _books 1 _balls 2 )
5573,i want the book and balls : ),_inquiry ,_need( _books 1 _balls all )
5574,ok,_deal _inquiry ,_deal
5575,"hey , i want the balls and hat",_greeting _inquiry ,_yes _need( _hats 1 _balls all )
5576,i keep the hat and one ball ?,_inquiry ,_need( _hats 1 _balls 1 )
5577,"you can have the book , but i need the hat and the balls",_inquiry ,_need( _hats 1 _balls all ) _offer( _books 1 )
5578,"i can't do that , if you take the book i have to have the rest",_inquiry ,_counteroffer _need( rest ) _offer( _books 1 )
5579,okay,_deal _inquiry ,_deal
5580,i want the book and hat,_inquiry ,_need( _books 1 _hats 1 )
5581,how about i keep a ball,_inquiry ,_need( _balls 1 )
5582,"ok deal then , i take the book",_inquiry ,_yes _need( _books 1 )
5583,i'll take the books and the balls . you can have the hat .,_inquiry ,_need( _books all _balls all ) _offer( _hats 1 )
5584,"alright , you take the hat and 1 ball . i take 2 books and 1 ball .",_need( _books 2 _balls 1 ) _offer( _hats 1 _balls 1 ) _inquiry ,_deal _need( _books 2 _balls 1 ) _offer( _hats 1 _balls 1 )
5585,i want one book or one ball,_inquiry ,_need( _books 1 _balls 1 )
5586,i will take all balls and hats you take the rest,_inquiry ,_need( _hats all _balls all ) _offer( rest )
5587,ok,_deal _inquiry ,_deal
5588,ok,_deal _inquiry ,_deal
5589,you can have all the balls if i have both the hats .,_inquiry ,_need( _hats 2 ) _offer( _balls all )
5590,deal ?,_inquiry ,_deal
5591,deal,_deal _inquiry ,_deal
5592,gimme hat and balls,_inquiry ,_need( _hats 1 _balls all )
5593,deal .,_deal _inquiry ,_deal
5594,"i'll take the balls and a book , you can have the rest",_inquiry ,_need( _books 1 _balls all ) _offer( rest )
5595,can i have a hat please i ll give you a book and a ball,_inquiry ,_need( _hats 1 ) _offer( _books 1 _balls 1 )
5596,okay i ll give you 1 ball and the hats,_inquiry ,_offer( _hats all _balls 1 )
5597,i would prefer to take all the hats and one other object of your choice .,_inquiry ,_need( _hats all ) _offer( rest )
5598,deal .,_deal _inquiry ,_deal
5599,i'd like the ball and 2 hats,_inquiry ,_need( _hats 2 _balls 1 )
5600,"that doesn't work , i need the ball .",_inquiry ,_counteroffer _need( _balls 1 )
5601,"sorry , no deal .",_inquiry ,_no
5602,"no deal , setting all numbers to 0 .",_inquiry ,_nodeal
5603,agree to 0 s,_nodeal _inquiry ,_nodeal
5604,i will let you have all the hats if you let me have the ball and the book,_inquiry ,_need( _books 1 _balls 1 ) _offer( _hats all )
5605,"i also need the ball , how about you can have the book and the hats and i get the ball",_inquiry ,_need( _balls 1 ) _offer( _books 1 _hats all )
5606,no deal in that case,_inquiry ,_no
5607,agree to 0 s,_nodeal _inquiry ,_nodeal
5608,i cant get the no deal button to work,_inquiry ,_no
5609,i'll take the books ?,_inquiry ,_need( _books all )
5610,ok . i'll take 1 hat and the ball . you take two books and a hat ?,_inquiry ,_yes _need( _hats 1 _balls 1 ) _offer( _books 2 _hats 1 )
5611,one of each for me,_inquiry ,_need( _books 1 _balls 1 )
5612,i want 2 books and 2 basketballs,_inquiry ,_need( _books 2 _balls 2 )
5613,no books no deal,_inquiry ,_nodeal
5614,"i have to have 1 book , the hat and all the balls",_inquiry ,_need( _books 1 _hats 1 _balls all )
5615,no books available but you can get 2 hat and 1 basketball,_inquiry ,_offer( _books 0 _hats 2 _balls 1 )
5616,omg you can get all of my hats and 1 ball,_inquiry ,_offer( _hats all _balls 1 )
5617,okay deal,_deal _inquiry ,_deal
5618,"i would like the hat , two books and 2 balls",_inquiry ,_need( _books 2 _balls 2 )
5619,"okay , you could have one book . so , i could have one book , one hat and two balls ?",_inquiry ,_yes _need( _books 1 _hats 1 _balls 2 ) _offer( _books 1 _balls 2 )
5620,okay so you could have one book and one ball,_inquiry ,_yes _offer( _books 1 _balls 1 )
5621,"so , i get one book , one ball and the hat is that a deal ?",_inquiry ,_need( _books 1 _hats 1 _balls 1 )
5622,gimme a book,_inquiry ,_need( _books 1 )
5623,"ouch , no . gimme book and a ball",_inquiry ,_need( _books 1 _balls 1 )
5624,"ok , thanks sir / ma'am",_inquiry ,_deal
5625,ok,_deal _inquiry ,_deal
5626,i would like the hats and a ball please,_inquiry ,_need( _hats all _balls 1 )
5627,what if i take 1 hat and 1 ball and you can have the rest,_inquiry ,_need( _hats 1 _balls 1 ) _offer( rest )
5628,i need the books and the hats,_inquiry ,_need( _books all _hats all )
5629,ok thats good,_inquiry ,_deal
5630,nohat,_nodeal _inquiry ,_nodeal
5631,two balls,_inquiry ,_yes _balls 2 )
5632,yes,_deal _inquiry ,_deal
5633,i want the book and hat,_inquiry ,_need( _books 1 _hats 1 )
5634,then i want the book and all the balls,_inquiry ,_need( _books 1 _balls all )
5635,so a book and two balls for me ?,_inquiry ,_need( _books 1 _balls 2 )
5636,i would love the hat and the ball .,_inquiry ,_need( _hats 1 _balls 1 )
5637,how about the ball and 4 books ?,_inquiry ,_yes _books 4 _balls 1 )
5638,i guess that's fine since you don't want to negotiate .,_inquiry ,_nodeal
5639,"i'd like the hat and 2 books , you can have the rest .",_inquiry ,_need( _books 2 _hats 1 ) _offer( rest )
5640,you can have the ball and two books .,_inquiry ,_offer( _books 2 _balls 1 )
5641,i would like the hat and the balls .,_inquiry ,_need( _hats 1 _balls all )
5642,i will need every other object if i let you have the hat .,_inquiry ,_need( rest ) _offer( _hats 1 )
5643,"i will offer you the hat and one book , that's the best i can do .",_inquiry ,_offer( _books 1 _hats 1 )
5644,"sorry , i need the hat , but you can have the balls .",_inquiry ,_counteroffer _need( _hats 1 ) _offer( _balls all )
5645,"no deal , i need the books too",_inquiry ,_need( _books all )
5646,i can work with that .,_inquiry ,_deal
5647,i'll give you 3 balls if i can take the rest .,_inquiry ,_need( rest ) _offer( _balls 3 )
5648,"to reiterate , i'm taking 1 book , 2 hats .",_inquiry ,_need( _books 1 _hats 2 )
5649,"i would like the balls , i can offer you the hats .",_inquiry ,_need( _balls all ) _offer( _hats all )
5650,agreed,_deal _inquiry ,_deal
5651,works for me,_inquiry ,_deal
5652,i need the ball and book,_inquiry ,_need( _books 1 _balls 1 )
5653,same,_inquiry ,_deal
5654,can i have the ball and 2 books ?,_inquiry ,_need( _books 2 _balls 1 )
5655,okay 3 hats for you and 2 books and 1 ball for me,_inquiry ,_need( _books 2 _balls 1 ) _offer( _hats 3 )
5656,deal,_deal _inquiry ,_deal
5657,yes,_deal _inquiry ,_deal
5658,okay agreed .,_inquiry ,_deal
5659,i'd just like the basketball,_inquiry ,_need( _balls 1 )
5660,i would like the hat and basketball you can have all the books,_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books all )
5661,i really need the basketball .,_inquiry ,_need( _balls 1 )
5662,i would like thebook and hat . i need balls,_inquiry ,_need( _books 1 _hats 1 )
5663,"sorry , i meant to say i don't need the balls .",_inquiry ,_counteroffer _need( _balls all )
5664,"i feel like you're saying you need everything . you can have the book and the hat , i'll take the balls .",_inquiry ,_need( _hats 1 ) _offer( _books 1 _balls all )
5665,"sounds good . i'll take balls , you take book and the hat ?",_inquiry ,_yes _need( _balls all ) _offer( _books 1 _hats 1 )
5666,i would like the books and the hats .,_inquiry ,_need( _books all _hats all )
5667,how about i get the books and one hat instead ?,_inquiry ,_need( _books all _hats 1 )
5668,i accept .,_inquiry ,_deal
5669,you can have the hats and one book,_inquiry ,_offer( _books 1 _hats all )
5670,no deal . you can have the hats and one book,_inquiry ,_counteroffer _need( _books 1 _hats all )
5671,okay thank you !,_deal _inquiry _thanks ,_deal _thanks
5672,ok deal,_deal _inquiry ,_deal
5673,"hi , i would like the hat and 1 ball and you can have the rest",_greeting _inquiry ,_greeting _need( _hats 1 _balls 1 ) _offer( rest )
5674,i would like one ball and one hat and you can have the rest .,_inquiry ,_need( _hats 1 _balls 1 ) _offer( rest )
5675,deal .,_deal _inquiry ,_deal
5676,"ok , can i also have the 2 hats ?",_inquiry ,_yes _need( _hats 2 )
5677,i really need both hats for my collection .,_inquiry ,_need( _hats 2 )
5678,i will need that other book then if i can only get 1 hat .,_inquiry ,_need( _books 1 )
5679,you can have one book,_inquiry ,_offer( _books 1 )
5680,you can have one hat,_inquiry ,_offer( _hats 1 )
5681,you can have one hat and one book,_inquiry ,_offer( _books 1 _hats 1 )
5682,okay that works,_inquiry ,_deal
5683,hi !,_greeting _inquiry ,_greeting
5684,can i have the basketball ?,_inquiry ,_need( _balls 1 )
5685,sure i'll take the other book . want to split the hats ?,_inquiry ,_need( _books 1 ) _offer( _hats rest )
5686,ok let's do it !,_inquiry ,_yes
5687,hello,_greeting _inquiry ,_greeting
5688,"sure , mind if i take 2 books ?",_inquiry ,_need( _books 2 )
5689,that is great,_inquiry ,_deal
5690,the ball and book,_inquiry ,_yes _books 1 _balls 1 )
5691,ill take 1 ball and 1 book you can have the hat and 2 books,_inquiry ,_need( _books 1 _balls 1 ) _offer( _books 2 )
5692,that mean i get hat and books deal,_inquiry ,_need( _books all _hats 1 )
5693,deal . you get hat and two books i get ball and 1 book,_deal _inquiry ,_deal
5694,what has the least value for you ?,_inquiry ,_nodeal
5695,which do you want more we will have to dive up between the two has they have highest mount of combined objects ?,_inquiry ,_need( _hats 1 ) _offer( _balls 1 )
5696,i'm willing to give up the two books for the ball .,_inquiry ,_need( _books 2 ) _offer( rest )
5697,no ill take the first deal and take the hat and 2 books .,_inquiry ,_counteroffer _need( _books 2 _hats 1 )
5698,i want the ball and the hats and one book,_inquiry ,_need( _books 1 _hats all _balls 1 )
5699,i take everything but the ball if i dont get the ball,_inquiry ,_need( _balls 1 )
5700,what is worthwhile to you ?,_inquiry ,_yes _books all )
5701,"so i get 2 books ? no deal . you can have all the hats and 1 book , but i get the ball",_inquiry ,_counteroffer _need( _books 2 ) _offer( _hats all _balls 1 )
5702,"no , the ball isn't worth enough to me to have on its own",_inquiry ,_need( _balls 1 )
5703,ill take the ball and 1 book,_inquiry ,_need( _books 1 _balls 1 )
5704,"so do i , you take the hat i take the rest",_inquiry ,_need( rest ) _offer( _hats 1 )
5705,i take both books and one ball,_inquiry ,_need( _books 2 _balls 1 )
5706,nope not getting the hat and both books,_inquiry ,_need( _books 2 _hats 1 )
5707,fine deal,_inquiry ,_deal
5708,i need the books and the hat,_inquiry ,_need( _books all _hats 1 )
5709,that doesn't work for me,_inquiry ,_nodeal
5710,i need at least one book,_inquiry ,_need( _books 1 )
5711,i said one book . . . . so i'd need one book and the hat,_inquiry ,_need( _books 1 _hats 1 )
5712,deal,_deal _inquiry ,_deal
5713,i'd like 1 book 1 hat,_inquiry ,_need( _books 1 _hats 1 )
5714,ok,_deal _inquiry ,_deal
5715,i'd like ball .,_inquiry ,_need( _balls 1 )
5716,ok . . . . i'll take books and hat .,_inquiry ,_need( _books all _hats 1 )
5717,you can have the hats if i can have everything else,_inquiry ,_need( _books all _hats all ) _offer( _hats all )
5718,okay great ! thank you !,_deal _inquiry _thanks ,_deal _thanks
5719,you take ball and one book,_inquiry ,_offer( _books 1 _balls 1 )
5720,looks we headed to a no dela,_inquiry ,_nodeal
5721,ok,_deal _inquiry ,_deal
5722,ok you take hat only,_inquiry ,_need( _hats 1 ) _offer( _hats 1 )
5723,gimme the hat and a book,_inquiry ,_need( _books 1 _hats 1 )
5724,need hat or no deal,_inquiry ,_need( _hats 1 )
5725,ok,_deal _inquiry ,_deal
5726,yes,_deal _inquiry ,_deal
5727,how about one book and one ball ?,_inquiry ,_yes _books 1 _balls 1 )
5728,two books and one hat ?,_inquiry ,_yes _books 2 _hats 1 )
5729,how about two boks and one ball ?,_inquiry ,_yes _balls 1 )
5730,i'd like the books and 1 ball or the balls and 1 book .,_inquiry ,_need( _books all _balls 1 )
5731,no .,_nodeal _inquiry ,_no
5732,no . i don't deal for less than 6 points . the only other combo that works for me is both hats and both books or both hats and both balls .,_inquiry ,_counteroffer _need( _books 2 _hats 2 )
5733,deal .,_deal _inquiry ,_deal
5734,"hi , i would like the books and hat and you can have the balls",_greeting _inquiry ,_greeting _need( _hats 1 ) _offer( _balls all )
5735,the only way i can let go of the hat is to get all the books and the balls,_inquiry ,_need( _books all _balls all )
5736,ok deal . thanks,_inquiry ,_deal
5737,"sorry , i need the hat , but you can have the books .",_inquiry ,_counteroffer _need( _hats 1 ) _offer( _books all )
5738,okay . i can work with that . i'll take the 1 hat and you can get the rest of the 4 .,_inquiry ,_yes _need( _hats 1 ) _offer( rest )
5739,i want the hat and two books,_inquiry ,_need( _books 2 _hats 1 )
5740,"i need the hat , , but you an have the ball",_inquiry ,_need( _hats 1 ) _offer( _balls 1 )
5741,it was my grandpa's : ( only thing i have left from him,_inquiry ,_nodeal
5742,"maybe , but i was his favourite",_inquiry ,_deal
5743,i let him move in and cared for him before he died,_inquiry ,_need( _hats 1 )
5744,"yeah , but i was the one to donate half my liver",_inquiry ,_yes _need( _hats 1 _balls 1 )
5745,"eh , i won that . but in the interest of actually finishing this , i'll take the books , you can have the rest",_inquiry ,_need( _books all ) _offer( rest )
5746,"need hat and ball , you have rest",_inquiry ,_need( _hats 1 _balls 1 ) _offer( rest )
5747,hat fits me just right though,_inquiry ,_need( _hats 1 )
5748,omg . . . it was from my grandpa too . . . . . . are we cousins ? lost bro / sis ?,_inquiry ,_nodeal
5749,i have his picture tattoo'd on my back .,_inquiry ,_need( _books 1 )
5750,"but that was after i paid for his liver , lung , and heart transplant .",_inquiry ,_need( _books 1 _hats 1 )
5751,"that was the transplant that didn't take though , he had to go through a 2 nd operation and took 3 / 4 of my liver . i gave my heart too , currently on artifical .",_inquiry ,_counteroffer _need( _books 3 _hats 1 )
5752,"i can't do that . i need the book , and either two hats or two balls .",_inquiry ,_counteroffer _need( _books 1 _hats 2 )
5753,"no , i can't do that . i need either both hats , and a book , or both balls and a book .",_inquiry ,_counteroffer _need( _books 1 _hats 2 )
5754,"you can have both hats , i will take the balls and the book .",_inquiry ,_need( _books 1 _balls all ) _offer( _hats 2 )
5755,no deal then .,_nodeal _inquiry ,_nodeal
5756,sorry . i just can't .,_inquiry ,_nodeal
5757,i'd like two balls and a book please,_inquiry ,_need( _books 1 _balls 2 )
5758,"i'll give you the book , and one hat",_inquiry ,_offer( _books 1 _hats 1 )
5759,i can't do that . i need both balls and one hat . you can have the book i know you really want it . but only one hat .,_inquiry ,_counteroffer _need( _hats 1 _balls 2 ) _offer( _books 1 )
5760,"nope , that doesnt work either .",_inquiry ,_nodeal
5761,hm i guess no deal,_inquiry ,_nodeal
5762,"i can take the balls , but i need the hat or book . which do you want more ? hat or book ?",_inquiry ,_need( _books _hats 1 _balls all )
5763,ok,_deal _inquiry ,_deal
5764,i would like 1 ball,_inquiry ,_need( _balls 1 )
5765,thanks,_deal _inquiry _thanks ,_deal _thanks
5766,i'd like 2 books and 1 hat please ?,_inquiry ,_need( _books 2 _hats 1 )
5767,"okay , so i get 1 hat and 2 balls ?",_inquiry ,_yes _need( _hats 1 _balls 2 )
5768,deal,_deal _inquiry ,_deal
5769,i was gonna take the books and you could have everything else,_inquiry ,_need( _books all ) _offer( rest )
5770,yes,_deal _inquiry ,_deal
5771,hello . . . . . i'd lke the 3 balls and you can hve the books and hat if that is ok,_greeting _inquiry ,_greeting _need( _balls 3 ) _offer( _books all _hats 1 )
5772,hi,_greeting _inquiry ,_greeting
5773,okay . i can do that .,_inquiry ,_yes
5774,i would like books and hat,_inquiry ,_need( _books all _hats 1 )
5775,deal,_deal _inquiry ,_deal
5776,okay,_deal _inquiry ,_deal
5777,"i would like the hats , you can have the rest",_inquiry ,_need( _hats all ) _offer( rest )
5778,you can have all the books,_inquiry ,_offer( _books all )
5779,i'll give you 1 ball and all the books,_inquiry ,_offer( _books all _balls 1 )
5780,ok deal,_deal _inquiry ,_deal
5781,you take the books . ineed the rest,_inquiry ,_need( rest ) _offer( _books all )
5782,ill take 1 ball 1 hat and 1 book,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
5783,i'd prefer the book and 2 balls,_inquiry ,_need( _books 1 _balls 2 )
5784,well it seems we want the same thing which doesn't work,_inquiry ,_nodeal
5785,okey dokey,_inquiry ,_deal
5786,yeah i got that,_inquiry ,_deal
5787,i guess we have to go through this a few times before we can submit ?,_inquiry ,_deal
5788,id prefer the 2 balls and the book,_inquiry ,_need( _books 1 _balls 2 )
5789,nodeal,_inquiry ,_nodeal
5790,no deal,_nodeal _inquiry ,_nodeal
5791,no deal,_nodeal _inquiry ,_nodeal
5792,no deal,_nodeal _inquiry ,_nodeal
5793,ok how about i get the book and 1 ball and 1 hat ?,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
5794,excellent deal,_inquiry ,_deal
5795,i'm feeling the hats and maybe one ball .,_inquiry ,_need( _hats all _balls 1 )
5796,okay deal .,_deal _inquiry ,_deal
5797,i can not give up both books . i can give you one book and two balls,_inquiry ,_need( _books 2 _balls 2 ) _offer( _books 1 )
5798,okay thank you !,_deal _inquiry _thanks ,_deal _thanks
5799,i would like two balls and two books,_inquiry ,_need( _books 2 _balls 2 )
5800,that sounds fair,_inquiry ,_deal
5801,if i can have the book and the balls you can have the hats,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
5802,okay great ! thank you !,_deal _inquiry _thanks ,_deal _thanks
5803,i can do that,_deal _inquiry ,_deal
5804,ty,_inquiry ,_deal
5805,"never , you take all hats and one book",_inquiry ,_need( _books 1 _hats all ) _offer( _books 1 )
5806,deal,_deal _inquiry ,_deal
5807,give me hats and ball,_inquiry ,_need( _hats all _balls 1 )
5808,ok,_deal _inquiry ,_deal
5809,how about 3 basketballs and i keep the rest,_inquiry ,_need( rest )
5810,how about just the hat,_inquiry ,_yes _hats 1 )
5811,i can do just the book,_inquiry ,_need( _books 1 )
5812,okay the hat and 1 ball ?,_inquiry ,_yes _need( _hats 1 _balls 1 )
5813,2 balls and the hat ?,_misc( _hats 1 _balls 2 ) _inquiry ,_yes _hats 1 _balls 2 )
5814,"the book is the only thing i have a value , the balls and hat are worth zero to me",_inquiry ,_need( _books 1 _hats 1 )
